Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,PlayerPictureId,PG,PM,PPTS,PTRB,PAST,PSTL,PBLK,PTO,PFGM,PFGA,P3PM,P3PA,PFTA,PFTM,POREB,PDREB,PDD,PTD
182,AJ Griffin,SF,19,ATL,72,12,19.5,3.4,7.4,0.465,1.4,3.6,0.39,2,3.8,0.536,0.6,0.7,0.894,0.5,1.6,2.1,1,0.6,0.2,0.6,8.9,1401,248,533,101,259,147,274,42,47,37,116,153,73,42,12,42,639,1631100,73,22.09589,10.15068,3.17808,0.9726,0.72603,0.63014,0.72603,3.73973,8.57534,1.64384,4.15068,1.0274,1.16438,0.9589,2.23288,0,0
183,Blake Griffin,C,33,BOS,41,16,13.9,1.5,3.2,0.485,0.6,1.6,0.348,1,1.6,0.625,0.5,0.8,0.656,1.1,2.6,3.8,1.5,0.3,0.2,0.5,4.1,569,63,130,23,66,40,64,21,32,47,108,155,61,14,9,22,170,201933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,Quentin Grimes,SG,22,NYK,71,66,29.9,4,8.5,0.468,2.2,5.7,0.386,1.8,2.7,0.641,1.1,1.4,0.796,0.7,2.5,3.2,2.1,0.7,0.4,1,11.3,2121,282,602,157,407,125,195,78,98,49,180,229,150,47,26,69,799,1629656,73,30.30137,12.32877,3.63014,2.32877,0.67123,0.42466,1.08219,4.42466,9.76712,2.31507,6.06849,1.16438,1.47945,0.93151,2.69863,0,0
185,Rui Hachimura,SF-PF,24,LAL,63,9,23.3,4.5,9.3,0.486,0.8,2.5,0.319,3.7,6.7,0.55,1.4,1.9,0.739,0.8,3.7,4.5,0.9,0.3,0.4,0.8,11.2,1466,284,584,51,160,233,424,88,119,53,230,283,58,19,26,53,707,1629060,67,24.50746,12.10448,4.16418,1.25373,0.59701,0.23881,0.85075,4.77612,9.89552,1.31343,3.19403,1.23881,1.71642,0.65672,3.50746,1.2,0
186,Tyrese Haliburton,PG-SG,22,IND,56,56,33.6,7.4,15,0.49,2.9,7.2,0.4,4.5,7.8,0.572,3.1,3.6,0.871,0.6,3.1,3.7,10.4,1.6,0.4,2.5,20.7,1883,412,841,161,402,251,439,175,201,33,172,205,585,91,25,141,1160,1630169,75,34.10667,20.57333,3.93333,10.04,1.50667,0.62667,2.65333,7.26667,15.01333,2.85333,7.17333,3.18667,3.66667,0.77333,3.16,31.6,0
187,Jordan Hall,SF,21,SAS,9,0,9.2,1,3.1,0.321,0.3,1.7,0.2,0.7,1.4,0.462,0.8,1,0.778,0.3,1,1.3,1.2,0.1,0,0.8,3.1,83,9,28,3,15,6,13,7,9,3,9,12,11,1,0,7,28,fallback,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,R.J. Hampton,PG,21,MIA,47,3,16,2.2,5,0.43,0.9,2.5,0.353,1.3,2.6,0.504,1.2,1.6,0.75,0.4,1.5,1.9,1.1,0.6,0.2,0.9,6.4,750,102,237,41,116,61,121,57,76,18,69,87,54,27,9,42,302,fallback,62,16.40323,5.8871,2.27419,1.85484,0.48387,0.14516,1.01613,2.1129,5.33871,0.72581,2.14516,0.93548,1.37097,0.27419,2,0,0
189,Tim Hardaway Jr.,SG-SF,30,DAL,71,45,30.3,4.8,11.9,0.401,3,7.7,0.385,1.8,4.2,0.431,1.8,2.3,0.77,0.3,3.2,3.5,1.8,0.7,0.2,0.8,14.4,2152,340,847,212,550,128,297,127,165,21,230,251,129,49,12,60,1019,203501,70,30.5,14.52857,3.5,1.9,0.6,0.14286,0.82857,4.88571,12.14286,2.91429,7.75714,1.84286,2.37143,0.3,3.2,0,0
190,James Harden,PG-SG,33,PHI,58,58,36.8,6.4,14.5,0.441,2.8,7.2,0.385,3.6,7.3,0.495,5.4,6.2,0.867,0.7,5.4,6.1,10.7,1.2,0.5,3.4,21,2135,371,842,161,418,210,424,313,361,40,314,354,618,71,31,195,1216,201935,66,36.10606,20.37879,7.10606,9.95455,1.18182,0.5,3.95455,6.43939,14.80303,2.5,6.68182,5,5.72727,0.78788,6.31818,41.6,12.2
191,Jaden Hardy,SG,20,DAL,48,5,14.8,3,6.9,0.438,1.3,3.3,0.404,1.7,3.7,0.469,1.4,1.6,0.823,0.2,1.6,1.9,1.4,0.4,0.1,1,8.8,708,146,333,63,156,83,177,65,79,11,78,89,65,17,7,46,420,1630702,65,22.8,13.36923,3.04615,1.47692,0.44615,0.95385,1.4,4.66154,10.63077,1.75385,4.53846,2.29231,2.8,0.90769,2.12308,0,0
192,Ron Harper Jr.,SF,22,TOR,9,0,5.3,0.9,1.8,0.5,0.3,1,0.333,0.6,0.8,0.714,0.1,0.1,1,0.3,0.4,0.8,0.4,0,0.1,0,2.2,48,8,16,3,9,5,7,1,1,3,4,7,4,0,1,0,20,fallback,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,Montrezl Harrell,C,29,PHI,57,7,11.9,2.2,3.7,0.598,0,0.1,0,2.2,3.6,0.616,1.2,1.8,0.693,1.2,1.6,2.8,0.6,0.3,0.4,0.6,5.6,681,125,209,0,6,125,203,70,101,67,92,159,33,17,25,35,320,1626149,60,9.9,5.71667,2.6,0.86667,0.16667,0.26667,0.43333,2.16667,3.5,0.08333,0.25,1.3,1.78333,0.9,1.7,2.5,0
194,Gary Harris,SG,28,ORL,48,42,24.7,2.9,6.4,0.45,2,4.5,0.431,0.9,1.9,0.494,0.6,0.6,0.9,0.4,1.6,2,1.2,0.9,0.3,0.6,8.3,1184,138,307,94,218,44,89,27,30,21,77,98,59,45,12,28,397,203914,66,23.80303,9.36364,1.68182,1.48485,0.81818,0.12121,0.83333,3.30303,7.60606,1.60606,4.15152,1.15152,1.30303,0.5,1.18182,0,0
195,Joe Harris,SG-SF,31,DET,74,33,20.6,2.7,5.9,0.457,1.9,4.5,0.426,0.8,1.4,0.551,0.2,0.4,0.643,0.3,1.9,2.2,1.4,0.5,0.2,0.6,7.6,1527,201,440,142,333,59,107,18,28,23,141,164,101,34,13,41,562,203925,68,20.10294,7.33824,2.66176,0.66176,0.33824,0.08824,0.76471,2.58824,6.13235,1.92647,4.58824,0.23529,0.27941,0.23529,2.42647,0,0
196,Kevon Harris,SG,25,ORL,34,0,13.4,1.4,3.1,0.439,0.5,1.3,0.372,0.9,1.9,0.484,0.9,1.2,0.756,0.8,1.2,2.1,0.5,0.5,0.1,0.6,4.1,457,47,107,16,43,31,64,31,41,28,42,70,16,17,5,21,141,fallback,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,Tobias Harris,SF-PF,30,PHI,74,74,32.9,5.7,11.4,0.501,1.7,4.4,0.389,4,7,0.57,1.5,1.7,0.876,0.9,4.8,5.7,2.5,0.9,0.5,1.2,14.7,2436,423,845,126,324,297,521,113,129,67,357,424,186,68,40,89,1085,202699,74,32.7973,14.81081,6.39189,3.25676,0.60811,0.55405,1.5,5.64865,11.64865,1.64865,4.36486,1.86486,2.16216,0.98649,5.40541,8,0
198,Shaquille Harrison,SG,29,POR,5,0,24,3,7.2,0.417,0.6,2,0.3,2.4,5.2,0.462,2.2,3,0.733,0.2,4.2,4.4,6,2.2,0.4,1.2,8.8,120,15,36,3,10,12,26,11,15,1,21,22,30,11,2,6,44,1627885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,Josh Hart,SG-SF,27,NYK,76,52,32.3,3.6,6.8,0.529,0.8,2.2,0.372,2.8,4.7,0.601,1.7,2.3,0.75,1.9,5.9,7.8,3.8,1.2,0.3,1.5,9.8,2454,275,520,61,164,214,356,132,176,142,451,593,290,88,21,117,743,1628404,70,29.7,9,6.85714,3.57143,1.21429,0.42857,1.5,3.28571,6.14286,0.78571,2.14286,1.64286,2.2,1.85714,5,12.7,0
200,Isaiah Hartenstein,PF-C,24,NYK,82,8,19.8,2.1,4,0.535,0.1,0.5,0.216,2,3.5,0.576,0.6,0.9,0.676,2.5,4,6.5,1.2,0.6,0.8,0.8,5,1626,175,327,8,37,167,290,48,71,209,327,536,102,53,64,66,406,1628392,72,20,5.55556,6.52778,1.38889,0.625,0.83333,1,2.36111,4.16667,0.13889,0.55556,0.69444,1.04167,2.5,4.02778,2.1,0
201,Udonis Haslem,C,42,MIA,7,1,10.1,1.4,4.1,0.345,0.4,1.3,0.333,1,2.9,0.35,0.6,0.7,0.8,0.6,1,1.6,0,0.1,0.3,0.1,3.9,71,10,29,3,9,7,20,4,5,4,7,11,0,1,2,1,27,2617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,Sam Hauser,PF,25,BOS,80,8,16.1,2.3,5,0.455,1.8,4.2,0.418,0.5,0.8,0.656,0.2,0.2,0.706,0.4,2.1,2.6,0.9,0.4,0.3,0.4,6.4,1290,180,396,140,335,40,61,12,17,35,169,204,71,29,21,30,512,fallback,31,8.3871,3.45161,1.54839,0.51613,0.06452,0.09677,0.09677,1.22581,2.64516,1,2.35484,0,0,0.25806,1.29032,0,0
203,Jaxson Hayes,C,22,LAL,47,2,13,1.8,3.3,0.551,0.1,0.6,0.103,1.8,2.7,0.654,1.2,1.8,0.699,0.8,2,2.8,0.7,0.4,0.4,0.7,5,610,86,156,3,29,83,127,58,83,39,93,132,34,20,19,31,233,fallback,64,13.79688,6.46875,3.10938,0.42188,0.32813,0.54688,0.53125,2.40625,3.92188,0.20313,0.5625,1.45313,1.85938,1.14063,1.96875,2.3,0
204,Killian Hayes,PG,21,DET,76,56,28.3,4,10.7,0.377,1.1,3.8,0.28,3,7,0.429,1.2,1.5,0.821,0.4,2.5,2.9,6.2,1.4,0.4,2.3,10.3,2154,307,815,80,286,227,529,92,112,28,193,221,470,104,28,173,786,1630165,71,18.80282,5.1831,2.39437,3.15493,0.88732,0.39437,1.26761,2.01408,5.23944,0.50704,1.90141,0.64789,0.84507,0.40845,1.98592,3.7,0
205,Gordon Hayward,SF,32,CHA,50,50,31.5,5.5,11.6,0.475,1,3.2,0.325,4.5,8.4,0.532,2.6,3.2,0.811,0.7,3.6,4.3,4.1,0.8,0.2,2,14.7,1577,276,581,52,160,224,421,129,159,33,182,215,206,42,12,99,733,202330,52,31.40385,14.40385,4.5,3.55769,0.94231,0.44231,1.63462,5.38462,11.80769,1.38462,3.82692,2.25,2.67308,0.76923,3.73077,1.5,0
206,Juancho Hernangómez,PF,27,TOR,42,10,14.6,1.1,2.7,0.421,0.4,1.6,0.254,0.7,1.1,0.66,0.2,0.4,0.563,0.6,2.3,2.9,0.6,0.4,0.1,0.4,2.9,614,48,114,17,67,31,47,9,16,27,96,123,25,16,6,15,122,fallback,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,Willy Hernangómez,C,28,NOP,38,2,12.1,2.3,4.4,0.527,0.1,0.3,0.273,2.3,4.2,0.544,2.1,2.7,0.779,1.5,3.2,4.7,0.9,0.4,0.3,1,6.9,458,89,169,3,11,86,158,81,104,58,122,180,33,17,13,39,262,1626195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,Tyler Herro,PG-SG,23,MIA,67,67,34.9,7.3,16.6,0.439,3,8,0.378,4.2,8.5,0.497,2.5,2.7,0.934,0.4,5,5.4,4.2,0.8,0.2,2.4,20.1,2337,487,1109,203,537,284,572,170,182,27,333,360,280,51,16,158,1347,1629639,70,31.8,21.71429,4.85714,3.88571,0.65714,0.11429,2.57143,7.88571,17.85714,3,7.75714,2.94286,3.24286,0.47143,4.38571,4.6,0
209,Buddy Hield,SG-SF,30,IND,80,73,31,5.9,13,0.458,3.6,8.5,0.425,2.3,4.5,0.518,1.3,1.6,0.822,0.8,4.2,5,2.8,1.2,0.3,1.7,16.8,2482,475,1038,288,677,187,361,106,129,67,333,400,225,92,26,139,1344,1627741,81,31.39506,16.61728,4.92593,2.87654,0.91358,0.30864,1.92593,5.96296,13.49383,3.61728,8.7037,1.07407,1.25926,0.82716,4.09877,1.9,0
210,Haywood Highsmith,SF,26,MIA,54,11,17.9,1.7,4,0.431,0.7,2,0.339,1,2,0.523,0.2,0.5,0.464,1.1,2.4,3.5,0.8,0.7,0.3,0.8,4.4,969,93,216,37,109,56,107,13,28,57,131,188,43,36,17,45,236,fallback,60,18.5,4.88333,2.95,0.68333,0.23333,0.33333,0.33333,1.81667,5.21667,1.01667,3.18333,0.23333,0.56667,1.13333,1.81667,1.9,0
211,George Hill,PG,36,IND,46,1,18.1,1.7,3.6,0.47,0.7,2.1,0.358,1,1.5,0.62,0.9,1.2,0.764,0.3,1.5,1.8,2.4,0.6,0.1,0.7,5,834,78,166,34,95,44,71,42,55,15,70,85,110,26,6,34,232,201588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,Malcolm Hill,SF,27,NOP,5,0,1.8,0.4,0.8,0.5,0.2,0.6,0.333,0.2,0.2,1,0,0,0,0,0.6,0.6,0,0,0,0,1,9,2,4,1,3,1,1,0,0,0,3,3,0,0,0,0,5,fallback,19,11.15789,3.78947,1.84211,0.42105,0.36842,0.15789,0.15789,1.26316,2.73684,0.68421,1.89474,0.57895,0.73684,0.57895,1.26316,0,0
213,Aaron Holiday,PG,26,ATL,63,6,13.4,1.5,3.5,0.418,0.6,1.4,0.409,0.9,2.1,0.424,0.4,0.5,0.844,0.4,0.8,1.2,1.4,0.6,0.2,0.6,3.9,845,92,220,36,88,56,132,27,32,25,49,74,89,37,12,36,247,1628988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,Jrue Holiday,PG-SG,32,BOS,67,65,32.6,7.3,15.3,0.479,2.4,6.1,0.384,5,9.1,0.542,2.3,2.6,0.859,1.2,3.9,5.1,7.4,1.2,0.4,2.9,19.3,2183,490,1023,158,411,332,612,152,177,79,262,341,495,79,25,197,1290,201950,67,33.29851,16.56716,4.53731,6,1.62687,0.59701,2.19403,6.56716,13.29851,1.64179,4.19403,1.79104,2.29851,1.04478,3.50746,10.1,0
215,Justin Holiday,SG-SF,33,DEN,46,2,15.3,1.7,4.4,0.377,1,3.1,0.322,0.7,1.3,0.508,0.1,0.2,0.625,0.1,1.1,1.2,0.9,0.4,0.4,0.5,4.5,706,77,204,46,143,31,61,5,8,5,50,55,41,19,19,22,205,203200,68,17.60294,5.75,1.63235,1.08824,0.48529,0.27941,0.60294,2.01471,5.13235,1.27941,3.60294,0.44118,0.52941,0.25,1.38235,0,0
216,Richaun Holmes,PF-C,29,DAL,42,1,8.3,1.3,2.1,0.618,0.1,0.2,0.625,1.2,1.9,0.617,0.4,0.5,0.789,0.7,1.2,1.9,0.2,0.1,0.3,0.3,3.1,348,55,89,5,8,50,81,15,19,29,51,80,9,3,11,14,130,1626158,62,20.30645,9.01613,5.98387,0.90323,0.32258,1.1129,1.06452,3.82258,5.67742,0.03226,0.09677,1.33871,1.69355,1.75806,4.24194,7.3,0
217,Al Horford,PF-C,36,BOS,63,63,30.5,3.6,7.6,0.476,2.3,5.2,0.446,1.3,2.4,0.539,0.2,0.3,0.714,1.2,5,6.2,3,0.5,1,0.6,9.8,1922,228,479,145,325,83,154,15,21,73,317,390,189,30,61,37,616,201143,60,25.8,7.16667,5.45,2.68333,0.63333,1.03333,0.83333,2.66667,6.2,1.53333,4,0.3,0.4,1.11667,4.33333,9.7,0
218,Talen Horton-Tucker,SG-SF,22,UTA,65,20,20.2,4,9.4,0.419,0.9,3.1,0.286,3.1,6.3,0.485,1.9,2.6,0.75,0.6,2.6,3.2,3.8,0.6,0.4,1.9,10.7,1313,257,613,58,203,199,410,126,168,41,169,210,246,41,29,126,698,1629659,68,22.20588,9.27941,2.83824,3.39706,0.55882,0.42647,1.20588,3.5,8.17647,0.86765,2.95588,1.41176,1.83824,0.54412,2.29412,1.4,0
219,Danuel House Jr.,SF,29,PHI,56,5,14.4,1.7,3.5,0.472,0.7,2,0.336,1,1.6,0.644,0.8,1.1,0.75,0.2,1.5,1.7,0.8,0.3,0.2,0.5,4.8,807,93,197,37,110,56,87,45,60,9,85,94,44,14,9,26,268,fallback,64,13.29688,4.5625,2.03125,0.8125,0.39063,0.3125,0.60938,1.46875,3.625,0.8125,2.14063,0.8125,1.0625,0.32813,1.70313,0,0
220,Caleb Houstan,SF,20,ORL,51,4,15.9,1.3,3.6,0.363,0.9,2.7,0.338,0.4,0.9,0.435,0.3,0.4,0.833,0.7,1.3,1.9,0.6,0.2,0.1,0.4,3.8,812,66,182,46,136,20,46,15,18,34,65,99,30,12,7,18,193,fallback,50,9.4,4.1,3.26,0.6,0.18,0.4,0.58,1.58,3.54,0.32,1.04,0.62,0.82,0.98,2.28,0,0
221,Trevor Hudgins,PG,23,HOU,5,0,5.6,0.4,1.8,0.222,0.4,1.6,0.25,0,0.2,0,0.6,0.6,1,0,0,0,0.6,0,0,0.2,1.8,28,2,9,2,8,0,1,3,3,0,0,0,3,0,0,1,9,fallback,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,Kevin Huerter,SG-SF,24,SAC,75,75,29.4,5.6,11.5,0.485,2.7,6.8,0.402,2.9,4.7,0.604,1.3,1.7,0.725,0.6,2.8,3.3,2.9,1.1,0.3,1.3,15.2,2203,420,866,205,510,215,356,95,131,42,209,251,221,80,24,97,1140,1628989,74,28.7973,13.89189,3.33784,2.67568,0.86486,0.33784,1.2027,5.13514,11.13514,2.63514,6.71622,0.98649,1.27027,0.41892,2.91892,0.5,0
223,Jay Huff,C,24,WAS,7,0,13.6,2.1,3.6,0.6,0.9,1.7,0.5,1.3,1.9,0.692,2.1,2.3,0.938,0.9,2.1,3,1.4,0.4,0.6,0.7,7.3,95,15,25,6,12,9,13,15,16,6,15,21,10,3,4,5,51,fallback,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,De'Andre Hunter,SF-PF,25,ATL,67,67,31.7,5.7,12.3,0.461,1.5,4.3,0.35,4.2,8,0.521,2.6,3.1,0.826,0.7,3.6,4.2,1.4,0.5,0.3,1.2,15.4,2126,379,822,100,286,279,536,171,207,46,238,284,94,35,17,82,1029,1629631,65,32.29231,15.90769,4.38462,1.4,0.72308,0.41538,1.38462,5.84615,12.69231,1.56923,4.4,2.64615,3.32308,0.69231,3.69231,1.7,0
225,Bones Hyland,PG-SG,22,LAC,56,1,19.4,4.1,10.2,0.399,2.1,5.6,0.371,2,4.6,0.434,1.5,1.8,0.843,0.4,2.1,2.4,3.1,0.7,0.3,1.5,11.8,1085,228,571,117,315,111,256,86,102,20,115,135,172,39,15,82,659,1630538,69,19.89855,10.26087,2.85507,2.98551,0.62319,0.30435,1.30435,3.44928,8.30435,1.91304,5.07246,1.44928,1.69565,0.21739,2.63768,1.1,0
226,Serge Ibaka,C,33,MIL,16,0,11.6,1.6,3.4,0.481,0.4,1.1,0.333,1.3,2.3,0.556,0.5,0.8,0.615,0.9,1.8,2.8,0.3,0.1,0.4,0.7,4.1,185,26,54,6,18,20,36,8,13,15,29,44,4,2,7,11,66,201586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,Andre Iguodala,SF,39,GSW,8,0,14.1,0.9,1.9,0.467,0.1,1.1,0.111,0.8,0.8,1,0.3,0.4,0.667,0.4,1.8,2.1,2.4,0.5,0.4,1.1,2.1,113,7,15,1,9,6,6,2,3,3,14,17,19,4,3,9,17,2738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,Joe Ingles,SF,35,ORL,46,0,22.7,2.3,5.4,0.435,1.8,4.4,0.409,0.5,1,0.556,0.4,0.5,0.857,0.3,2.5,2.8,3.3,0.7,0.1,1.2,6.9,1044,108,248,83,203,25,45,18,21,13,115,128,150,33,6,55,317,204060,58,17.7069,5.7069,2.06897,2.5,0.36207,0.08621,0.72414,1.87931,4.5,1.32759,3.55172,0.62069,0.77586,0.18966,1.87931,0.7,0
229,Brandon Ingram,SF-PF,25,NOP,45,45,34.2,9,18.6,0.484,1.4,3.6,0.39,7.6,14.9,0.507,5.3,6,0.882,0.5,5,5.5,5.8,0.7,0.4,3.3,24.7,1538,404,835,64,164,340,671,240,272,23,223,246,262,32,19,148,1112,1627742,71,34.29577,23.3662,5.87324,5.6338,0.61972,0.47887,2.77465,8.26761,17.52113,1.56338,4.14085,5.26761,6.07042,0.64789,5.22535,7.9,0
230,Kyrie Irving,PG-SG,30,DAL,60,60,37.4,9.9,20.1,0.494,3.1,8.3,0.379,6.8,11.8,0.574,4.1,4.6,0.905,1,4.1,5.1,5.5,1.1,0.8,2.1,27.1,2241,594,1203,188,496,406,707,247,273,59,245,304,331,66,45,128,1623,202681,62,36.19355,26.72581,4.41935,5.82258,1.41935,0.59677,2.54839,9.66129,19.77419,3.04839,7.62903,4.35484,4.87097,0.56452,3.85484,5.1,0
231,Jonathan Isaac,PF,25,ORL,11,0,11.3,2,4.8,0.415,0.5,1.4,0.4,1.5,3.5,0.421,0.5,0.8,0.556,1.4,2.6,4,0.5,1.3,0.4,0.4,5,124,22,53,6,15,16,38,5,9,15,29,44,6,14,4,4,55,1628371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,Jaden Ivey,PG-SG,20,DET,74,73,31.1,5.5,13.3,0.416,1.6,4.7,0.343,3.9,8.6,0.457,3.6,4.8,0.747,1,2.9,3.9,5.2,0.8,0.2,3.2,16.3,2304,409,983,120,350,289,633,266,356,73,215,288,387,61,17,237,1204,1631093,74,33.2027,16.85135,4.05405,4.7973,0.93243,0.2973,2.04054,6.01351,13.93243,1.77027,5.05405,3.05405,4.05405,1.21622,2.83784,8.1,0
233,Frank Jackson,PG,24,UTA,1,0,5,0,3,0,0,1,0,0,2,0,0,0,0,1,1,2,1,0,0,0,0,5,0,3,0,1,0,2,0,0,1,1,2,1,0,0,0,0,1628402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,Isaiah Jackson,PF-C,21,IND,63,12,16.5,2.8,5,0.563,0,0.2,0.143,2.8,4.8,0.582,1.5,2.3,0.651,1.8,2.7,4.5,0.8,0.5,1.5,0.8,7.2,1042,179,318,2,14,177,304,95,146,113,169,282,51,31,93,51,455,1630543,68,18.79412,8.25,5.17647,0.35294,0.86765,1.52941,1.39706,3.25,5.61765,0.10294,0.41176,1.64706,2.5,2.08824,3.08824,5.5,0
235,Jaren Jackson Jr.,PF-C,23,MEM,63,63,28.4,6.6,13,0.506,1.6,4.5,0.355,5,8.6,0.585,3.8,4.9,0.788,1.7,5,6.8,1,1,3,1.7,18.6,1787,416,822,100,282,316,540,241,306,108,318,426,60,65,189,107,1173,1628991,65,29.4,19.67692,6.15385,1.2,1.07692,2.8,1.69231,6.92308,14.29231,1.98462,5.6,3.84615,4.8,1.53846,4.61538,6.9,0
236,Justin Jackson,SF,27,BOS,23,0,4.7,0.3,1.2,0.259,0.2,0.9,0.25,0.1,0.3,0.286,0,0.1,0.5,0.1,0.7,0.7,0.4,0.2,0.2,0.1,0.9,107,7,27,5,20,2,7,1,2,2,15,17,9,4,4,2,20,1628382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,Quenton Jackson,PG,24,WAS,9,0,15,2.1,4.7,0.452,0.1,1.3,0.083,2,3.3,0.6,1.9,2.4,0.773,0.2,0.7,0.9,1.7,0.4,0.1,0.4,6.2,135,19,42,1,12,18,30,17,22,2,6,8,15,4,1,4,56,fallback,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,Reggie Jackson,PG,32,DEN,68,40,24.4,3.9,9.4,0.411,1.4,4.2,0.333,2.5,5.2,0.474,1,1.1,0.91,0.4,1.8,2.1,3.4,0.7,0.1,1.7,10.2,1657,263,640,96,288,167,352,71,78,25,119,144,233,47,6,115,693,202704,63,13.09524,7.34921,1.52381,2.01587,0.30159,0.07937,0.96825,2.77778,6.85714,1.03175,2.87302,0.7619,0.92063,0.22222,1.30159,0,0
239,LeBron James,SF-PF,38,LAL,55,54,35.5,11.1,22.2,0.5,2.2,6.9,0.321,8.9,15.3,0.58,4.6,5.9,0.768,1.2,7.1,8.3,6.8,0.9,0.6,3.2,28.9,1954,609,1219,121,377,488,842,251,327,65,392,457,375,50,32,178,1590,2544,64,34.79688,25.79688,8.01563,6.42188,0.92188,0.70313,3.3125,9.5,19.51563,2.48438,7.3125,4.3125,5.60938,1.09375,6.90625,19.9,0
240,Ty Jerome,PG,25,CLE,45,2,18.1,2.6,5.4,0.488,0.8,2,0.389,1.8,3.4,0.546,0.8,0.9,0.927,0.2,1.6,1.7,3,0.5,0.1,0.7,6.9,816,118,242,35,90,83,152,38,41,7,71,78,135,23,5,30,309,fallback,41,14.09756,5.95122,1.36585,1.92683,0.53659,0.09756,0.65854,2.17073,5.78049,0.95122,3.26829,0.65854,0.82927,0.34146,1.04878,0,0
241,Isaiah Joe,SG,23,OKC,73,10,19.1,3.1,7,0.441,2.2,5.4,0.409,0.9,1.6,0.553,1.1,1.4,0.82,0.4,2,2.4,1.2,0.7,0.1,0.5,9.5,1395,224,508,161,394,63,114,82,100,27,148,175,88,48,8,39,691,1630198,72,18.5,8.43056,2.58333,1.06944,0.43056,0.09722,0.58333,2.75,6.59722,2.13889,5.33333,0.79167,0.94444,0.27778,2.31944,0,0
242,Alize Johnson,PF,26,SAS,4,0,7.5,0.8,1.5,0.5,0,0.5,0,0.8,1,0.75,0.3,0.5,0.5,0.5,2,2.5,0.3,0.3,0,1,1.8,30,3,6,0,2,3,4,1,2,2,8,10,1,1,0,4,7,1628993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,Cameron Johnson,SF-PF,26,BKN,42,41,28.5,5.3,11.3,0.47,2.5,6.1,0.404,2.9,5.2,0.548,2.4,2.9,0.842,0.8,3.6,4.4,1.9,1.2,0.3,0.9,15.5,1199,223,474,103,255,120,219,101,120,34,151,185,78,50,14,37,650,1629661,69,30.89855,17.66667,4.86957,1.76812,1.30435,0.28986,0.84058,6.08696,12.7971,2.88406,6.98551,2.6087,3.05797,0.75362,4.13043,0.6,0
244,Jalen Johnson,SF,21,ATL,70,6,14.9,2.3,4.6,0.491,0.4,1.5,0.288,1.8,3.1,0.587,0.7,1.1,0.628,0.7,3.3,4,1.2,0.5,0.5,0.6,5.6,1042,158,322,30,104,128,218,49,78,51,231,282,83,38,34,41,395,1630552,70,18,6.7,4.22857,1.5,0.74286,0.74286,0.57143,2.74286,5.5,0.5,1.71429,0.71429,1.1,0.8,3.42857,0.8,0
245,James Johnson,PF,35,IND,18,1,9,1.2,2.7,0.449,0.2,0.8,0.2,1.1,1.9,0.559,0.2,0.4,0.5,0.2,1.4,1.7,0.8,0.4,0.3,0.4,2.8,162,22,49,3,15,19,34,4,8,4,26,30,15,7,6,8,51,201949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,Keldon Johnson,SF,23,SAS,63,63,32.7,8,17.7,0.452,2.1,6.5,0.329,5.9,11.2,0.523,3.9,5.2,0.749,0.9,4.2,5,2.9,0.7,0.2,2.1,22,2063,503,1113,134,407,369,706,245,327,56,262,318,183,46,11,134,1385,1629640,75,32.70667,17.88,7.56,2.16,0.92,0.18667,1.25333,6.22667,13.41333,2.2,5.78667,3.22667,4.24,1.32,6.22667,5.7,0
