Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,PlayerPictureId,PG,PM,PPTS,PTRB,PAST,PSTL,PBLK,PTO,PFGM,PFGA,P3PM,P3PA,PFTA,PFTM,POREB,PDREB,PDD,PTD
374,KZ Okpala,PF,23,SAC,35,3,7.1,0.5,1.1,0.421,0.2,0.6,0.333,0.3,0.5,0.529,0.2,0.2,0.875,0.2,0.8,1,0.4,0.2,0.2,0.2,1.3,248,16,38,7,21,9,17,7,8,7,27,34,13,7,7,7,46,fallback,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,Victor Oladipo,SG,30,OKC,42,2,26.3,3.8,9.6,0.397,1.7,5,0.33,2.1,4.5,0.471,1.4,1.9,0.747,0.4,2.7,3,3.5,1.4,0.3,2.1,10.7,1106,160,403,70,212,90,191,59,79,16,112,128,146,57,12,87,449,203506,49,18.79592,10.12245,2.4898,3.04082,0.55102,0.10204,1.73469,3.57143,7.93878,1.42857,3.91837,1.55102,2.06122,0.32653,2.16327,0,0
376,Kelly Olynyk,PF-C,31,UTA,68,68,28.6,4.1,8.2,0.499,1.4,3.5,0.394,2.7,4.7,0.576,2.9,3.4,0.853,1.2,5,6.2,3.7,0.9,0.5,2.5,12.5,1942,278,557,93,236,185,321,198,232,82,338,420,252,60,37,168,847,203482,67,17.70149,9.01493,4.10448,2.56716,0.71642,0.43284,1.34328,3.1791,6.62687,0.97015,2.76119,1.68657,2.0597,1.25373,2.85075,2,0
377,Eugene Omoruyi,SF,25,WAS,40,6,16.1,2.5,5.7,0.443,0.6,2.2,0.281,1.9,3.5,0.547,1.3,1.9,0.68,1.1,1.7,2.8,0.7,0.7,0.1,0.9,7,645,101,228,25,89,76,139,51,75,43,68,111,28,28,3,34,278,fallback,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,Cedi Osman,SF,27,SAS,77,2,20.1,3.1,6.9,0.451,1.5,4.1,0.372,1.6,2.8,0.564,1,1.4,0.694,0.3,2,2.3,1.5,0.5,0.1,0.7,8.7,1548,239,530,116,312,123,218,75,108,25,151,176,115,35,11,52,669,1626224,68,18.70588,9.17647,1.86765,1.72059,0.66176,0.13235,0.85294,3.17647,7.32353,1.69118,4.58824,1.13235,1.67647,0.32353,1.54412,1.1,0
379,Kelly Oubre Jr.,SF-PF,27,PHI,48,40,32.3,7.4,17.1,0.431,2.3,7.1,0.319,5.1,10,0.51,3.3,4.3,0.76,1.4,3.8,5.2,1.1,1.4,0.4,1.3,20.3,1548,353,819,108,339,245,480,158,208,65,184,249,54,68,18,64,972,1626162,77,23.50649,12.14286,3.54545,0.98701,0.90909,0.36364,0.79221,4.25974,9.77922,2.14286,6.02597,1.48052,2.22078,0.93506,2.62338,2,0
380,Chris Paul,PG,37,GSW,59,59,32,5,11.3,0.44,1.7,4.4,0.375,3.3,6.9,0.482,2.3,2.7,0.831,0.5,3.8,4.3,8.9,1.5,0.4,1.9,13.9,1889,294,668,98,261,196,407,133,160,27,224,251,524,91,22,114,819,101108,65,29.6,11.47692,3.92308,7.69231,1.52308,0.18462,2.12308,4.21538,9.35385,1.06154,2.81538,1.98462,2.36923,0.30769,3.61538,24.9,0
381,Cameron Payne,PG,28,MIL,48,15,20.2,3.9,9.4,0.415,1.4,3.9,0.368,2.5,5.6,0.448,1,1.3,0.766,0.3,2,2.2,4.5,0.7,0.2,1.7,10.3,968,188,453,68,185,120,268,49,64,12,94,106,214,33,8,81,493,1626166,65,22.10769,11,3.03077,4.87692,0.69231,0.29231,1.78462,4.21538,10.15385,1.26154,3.64615,1.30769,1.53846,0.41538,2.61538,3.9,0
382,Gary Payton II,PG,30,GSW,22,1,16.7,1.9,3.1,0.594,0.6,1.2,0.5,1.3,2,0.651,0.3,0.3,0.857,1.1,2,3.1,1.4,1,0.2,0.7,4.6,367,41,69,13,26,28,43,6,7,24,45,69,30,22,5,16,101,fallback,63,11.79365,4.46032,2.33333,0.60317,0.79365,0.20635,0.38095,1.87302,3.25397,0.36508,1.14286,0.34921,0.55556,0.68254,1.65079,0.8,0
383,Theo Pinson,SG,27,DAL,40,1,8.1,0.8,2.2,0.356,0.6,1.6,0.355,0.2,0.6,0.36,0.3,0.3,0.846,0.3,1.3,1.6,1.2,0.2,0,0.3,2.4,323,31,87,22,62,9,25,11,13,10,53,63,46,6,1,12,95,1629033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,Scotty Pippen Jr.,PG,22,LAL,6,0,5.3,0.7,2,0.333,0.2,0.5,0.333,0.5,1.5,0.333,0.8,1.5,0.556,0.3,0.3,0.7,0.3,0.3,0.2,0.3,2.3,32,4,12,1,3,3,9,5,9,2,2,4,2,2,1,2,14,fallback,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,Mason Plumlee,C,32,LAC,79,60,26,4.2,6.1,0.68,0,0,0,4.2,6.1,0.68,2.5,4,0.636,2.9,6,8.9,3.1,0.6,0.6,1.5,10.8,2054,329,484,0,0,329,484,199,313,229,471,700,245,46,47,117,857,203486,71,20.29577,6.02817,6.39437,2.56338,0.69014,0.59155,1.12676,2.38028,3.61972,0,0.02817,1.26761,1.92958,1.98592,4.40845,14.9,0
386,Jakob Poeltl,C,27,TOR,72,71,26.5,5.4,8.6,0.629,0,0,0,5.4,8.6,0.63,1.7,2.8,0.592,3.3,5.8,9.1,2.7,0.9,1.2,1.7,12.5,1906,389,618,0,1,389,617,119,201,236,417,653,197,66,86,125,897,1627751,68,27.79412,12.52941,8.94118,2.27941,0.83824,1.33824,1.54412,5.45588,8.61765,0,0,1.61765,2.67647,3.69118,5.25,23.7,0
387,Aleksej Pokusevski,PF,21,OKC,34,25,20.6,3.2,7.3,0.434,1.1,3.1,0.365,2.1,4.3,0.483,0.6,1,0.629,1.3,3.4,4.7,1.9,0.6,1.3,1.3,8.1,701,108,249,38,104,70,145,22,35,45,114,159,64,20,43,43,276,fallback,40,9.8,3.725,2.525,1.05,0.3,0.3,0.75,1.475,3.625,0.475,1.575,0.3,0.4,0.575,1.95,4.2,0
388,Jordan Poole,PG-SG,23,GSW,82,43,30,6.7,15.6,0.43,2.6,7.8,0.336,4.1,7.8,0.524,4.4,5.1,0.87,0.4,2.4,2.7,4.5,0.8,0.3,3.1,20.4,2458,550,1278,214,637,336,641,361,415,32,193,225,369,63,21,252,1675,1629673,73,34,26.32877,2.91781,5.28767,0.75342,0.17808,3.86301,8.39726,19.91781,3.30137,10.09589,6.23288,7.17808,0.36986,2.54795,1.5,0
389,Kevin Porter Jr.,PG-SG,22,OKC,59,59,34.3,6.6,15,0.442,2.4,6.5,0.366,4.2,8.5,0.501,3.5,4.5,0.784,1.3,4,5.3,5.7,1.4,0.3,3.2,19.2,2024,391,884,141,385,250,499,207,264,76,238,314,338,82,17,188,1130,fallback,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,Michael Porter Jr.,SF,24,DEN,62,62,29,6.4,13.2,0.487,3,7.3,0.414,3.4,5.9,0.579,1.5,1.9,0.8,1,4.5,5.5,1,0.6,0.5,1.1,17.4,1798,398,817,188,454,210,363,96,120,64,277,341,65,37,29,68,1080,1629008,65,30.09231,18.35385,6.2,1.30769,0.70769,0.6,1.30769,6.70769,13.69231,3.23077,7.6,1.70769,2.10769,1.30769,4.89231,3.7,0
391,Otto Porter Jr.,SF,29,TOR,8,2,18.3,1.9,3.8,0.5,0.8,2.1,0.353,1.1,1.6,0.692,1,1,1,0.8,1.6,2.4,1,1.4,0,0.5,5.5,146,15,30,6,17,9,13,8,8,6,13,19,8,11,0,4,44,fallback,58,15.7931,5.77586,4.10345,1.06897,0.72414,0.32759,0.41379,2.13793,4.7069,0.93103,2.44828,0.56897,0.68966,0.96552,3.12069,2.1,0
392,Bobby Portis,PF-C,27,MIL,70,22,26,5.7,11.5,0.496,1.4,3.7,0.37,4.3,7.8,0.555,1.4,1.8,0.768,2.2,7.4,9.6,1.5,0.4,0.2,1.2,14.1,1818,398,803,95,257,303,546,96,125,154,518,672,105,29,16,81,987,1626171,70,26,13.38571,9,1.2,0.7,0.4,1.2,5.32857,11,1.51429,4,1.21429,1.61429,2.2,6.8,31.3,0
393,Kristaps Porzingis,PF-C,27,BOS,65,65,32.6,7.8,15.7,0.498,2.1,5.5,0.385,5.7,10.2,0.559,5.4,6.4,0.851,1.8,6.6,8.4,2.7,0.9,1.5,2.1,23.2,2120,507,1018,137,356,370,662,354,416,114,432,546,174,58,100,137,1505,204001,65,31.4,18.70769,8,1.98462,0.78462,1.38462,1.72308,6.4,13.53846,1.78462,4.70769,4.12308,4.83077,1.98462,6.01538,18.3,0
394,Micah Potter,PF,24,UTA,7,0,7.4,1.4,2.1,0.667,0.6,1,0.571,0.9,1.1,0.75,0,0,0,0.4,1.9,2.3,0.6,0.1,0,0.3,3.4,52,10,15,4,7,6,8,0,0,3,13,16,4,1,0,2,24,fallback,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,Dwight Powell,C,31,DAL,76,64,19.2,2.6,3.5,0.732,0,0.1,0,2.6,3.5,0.746,1.5,2.2,0.667,2,2.2,4.1,0.9,0.6,0.3,0.9,6.7,1458,197,269,0,5,197,264,112,168,149,165,314,69,48,26,65,506,203939,77,17.50649,7.02597,3.93506,0.94805,0.36364,0.37662,0.62338,2.62338,4.07792,0.18182,0.53247,1.5974,2.06494,1.68831,2.24675,1.4,0
396,Norman Powell,SG-SF,29,LAC,60,8,26.1,5.7,11.8,0.479,1.9,4.8,0.397,3.8,7.1,0.534,3.8,4.6,0.812,0.4,2.5,2.9,1.8,0.8,0.3,1.7,17,1567,340,710,114,287,226,423,225,277,24,151,175,109,50,18,101,1019,1626181,65,24.6,16,2.86154,1.70769,0.92308,0.30769,1.61538,5.38462,11.49231,1.84615,4.69231,3.38462,4.16923,0.4,2.46154,0,0
397,Jason Preston,PG,23,LAC,14,0,8.9,1.3,2.9,0.439,0.4,1.3,0.278,0.9,1.6,0.565,0,0.1,0,0.1,1.4,1.6,1.9,0.1,0,0.7,2.9,124,18,41,5,18,13,23,0,2,2,20,22,27,2,0,10,41,fallback,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,Joshua Primo,SG,20,SAS,4,0,23.3,2.3,6.5,0.346,0.8,3,0.25,1.5,3.5,0.429,1.8,2.3,0.778,0.5,2.8,3.3,4.5,0.3,0.5,2.8,7,93,9,26,3,12,6,14,7,9,2,11,13,18,1,2,11,28,fallback,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,Taurean Prince,SF,28,LAL,54,4,22.1,3.3,7,0.467,1.4,3.6,0.381,1.9,3.4,0.557,1.2,1.4,0.844,0.3,2.2,2.4,1.6,0.5,0.3,1.3,9.1,1192,177,379,74,194,103,185,65,77,15,117,132,84,28,15,69,493,fallback,64,18.90625,8.28125,2.79688,1.09375,0.75,0.375,0.84375,2.89063,6.26563,1.42188,3.67188,1.07813,1.3125,0.42188,2.375,0,0
400,Payton Pritchard,PG,25,BOS,48,3,13.4,2.1,5.1,0.412,1.2,3.2,0.364,0.9,1.9,0.495,0.3,0.3,0.75,0.5,1.3,1.8,1.3,0.3,0,0.8,5.6,643,101,245,56,154,45,91,12,16,25,63,88,64,14,1,40,270,1630202,74,19.7973,8.67568,2.64865,2.74324,0.5,0.12162,0.81081,3.09459,7.37838,1.89189,4.85135,0.59459,0.64865,0.63514,2.01351,0.6,0
401,Trevelin Queen,SG,25,ORL,7,0,10,1,4.1,0.241,0.3,2.1,0.133,0.7,2,0.357,0.7,0.7,1,1.1,1.3,2.4,0.9,0.3,0.7,1,3,70,7,29,2,15,5,14,5,5,8,9,17,6,2,5,7,21,fallback,10,7.4,4.3,1.6,0.4,0.5,0.1,0.7,1.5,3.3,0.9,2.4,0.4,0.4,0.7,0.9,0,0
402,Neemias Queta,C,23,BOS,5,0,5.8,1.2,1.8,0.667,0,0,0,1.2,1.8,0.667,0,0.4,0,1,1.2,2.2,0.2,0,0.4,0.2,2.4,29,6,9,0,0,6,9,0,2,5,6,11,1,0,2,1,12,fallback,14,8.57143,3.21429,2.21429,0.42857,0.07143,0.57143,0.42857,1.21429,2.71429,0,0,0.78571,1.21429,1,1.21429,0,0
403,Immanuel Quickley,PG-SG,23,NYK,81,21,28.9,5.2,11.6,0.448,2.1,5.6,0.37,3.1,6,0.521,2.5,3.1,0.819,0.7,3.4,4.2,3.4,1,0.2,1.2,14.9,2344,419,936,168,454,251,482,203,248,58,279,337,279,80,14,100,1209,1630193,80,29.2,15.05,4,3.5625,0.875,0.05,1.6,5.0875,11.6625,2.15,5.85,2.725,3.2625,0.5,3.5,3.9,0
404,Lester Quinones,SG,22,GSW,4,0,4.5,0.5,1.3,0.4,0.5,1,0.5,0,0.3,0,1,1.5,0.667,0.3,0.5,0.8,0.5,0.3,0,1.3,2.5,18,2,5,2,4,0,1,4,6,1,2,3,2,1,0,5,10,fallback,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,Julius Randle,PF,28,NYK,77,77,35.5,8.5,18.6,0.459,2.8,8.3,0.343,5.7,10.3,0.553,5.2,6.9,0.757,1.8,8.1,10,4.1,0.6,0.3,2.8,25.1,2737,658,1432,218,636,440,796,402,531,141,626,767,316,49,21,216,1936,203944,75,35.30667,23.36,9.93333,3.92,0.73333,0.54667,3.4,8.06667,17.98667,2.44,7.16,4.78667,6.36,1.73333,8.2,35.6,0
406,Austin Reaves,SG-SF,24,LAL,64,22,28.8,4,7.7,0.529,1.3,3.4,0.398,2.7,4.3,0.631,3.6,4.1,0.864,0.5,2.5,3,3.4,0.5,0.3,1.5,13,1843,259,490,86,216,173,274,229,265,33,160,193,215,33,19,99,833,1630559,73,33.09589,16.13699,3.67123,4.0411,0.67123,0.46575,1.9863,5,10.9863,1.90411,4.76712,4.23288,4.76712,0.86301,2.82192,1.1,0
407,Cam Reddish,SF,23,LAL,40,20,24.8,3.5,7.8,0.446,1.1,3.6,0.313,2.4,4.2,0.56,1.6,1.9,0.853,0.5,1.8,2.2,1.4,1,0.4,1.2,9.7,990,139,312,45,144,94,168,64,75,18,70,88,57,39,14,47,387,fallback,54,13.7037,6.68519,1.42593,0.64815,0.62963,0.2037,0.77778,2.22222,5.51852,0.90741,2.5,1.33333,1.51852,0.33333,1.07407,0,0
408,Davon Reed,SG,27,N/A,43,1,8,0.7,2,0.333,0.4,1.1,0.37,0.3,0.9,0.289,0.4,0.6,0.667,0.2,1.1,1.4,0.5,0.3,0.1,0.5,2.1,342,28,84,17,46,11,38,16,24,10,49,59,23,15,4,20,89,1628432,48,13.91667,4.35417,2.25,1.10417,0.5,0.1875,0.33333,1.6875,3.35417,0.77083,1.79167,0.20833,0.3125,0.29167,1.95833,0,0
409,Paul Reed,PF,23,PHI,69,2,10.9,1.8,3,0.593,0,0.1,0.167,1.8,2.9,0.606,0.6,0.7,0.745,1.6,2.2,3.8,0.4,0.7,0.7,0.7,4.2,755,124,209,1,6,123,203,38,51,112,150,262,27,46,51,45,287,1630194,70,17.1,6.38571,6.3,0.7,1.1,1.1,1.1,2.74286,4.9,0.01429,0.1,0.88571,1.2,2.7,3.6,3.2,0
410,Naz Reid,PF-C,23,MIN,68,11,18.4,4.6,8.5,0.537,1.1,3.2,0.346,3.5,5.3,0.653,1.3,1.9,0.677,1.1,3.8,4.9,1.1,0.6,0.8,1.4,11.5,1251,310,577,75,217,235,360,86,127,73,260,333,77,42,53,92,781,1629675,74,20.68919,12.94595,5.54054,1.2973,0.59459,0.97297,1.5,5,9.5,1.25676,3.58108,1.68919,2.43243,1.21622,4.32432,4,0
411,Jared Rhoden,SG,23,DET,14,0,14.1,1.2,3.1,0.386,0.4,1.4,0.25,0.9,1.7,0.5,0.4,0.4,1,0.8,1.9,2.6,0.3,0.3,0.1,0.2,3.2,198,17,44,5,20,12,24,6,6,11,26,37,4,4,1,3,45,fallback,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,Nick Richards,C,25,CHA,65,9,18.7,3,4.8,0.629,0,0,1,3,4.8,0.628,2.1,2.8,0.749,2.3,4.1,6.4,0.6,0.2,1.1,0.9,8.2,1217,197,313,1,1,196,312,137,183,147,269,416,38,11,71,59,532,fallback,66,9.19697,3.68182,2.15152,0.33333,0.22727,0.5303,0.60606,1.45455,2.25758,0,0,0.77273,1.07576,0.84848,1.30303,8.7,0
413,Josh Richardson,SG-SF,29,MIA,65,10,23.5,3.7,8.5,0.431,1.6,4.5,0.365,2,4,0.506,1.1,1.2,0.852,0.6,2.1,2.7,2.7,1.1,0.3,1.3,10.1,1530,239,554,107,293,132,261,69,81,41,134,175,174,69,20,86,654,1626196,68,24.61765,10.25,2.85294,2.29412,0.86765,0.44118,1.17647,3.60294,8.22059,1.57353,3.77941,1.47059,1.66176,0.64706,2.20588,0.5,0
414,Austin Rivers,SG,30,N/A,52,10,19.5,1.8,4,0.435,0.8,2.4,0.35,0.9,1.7,0.558,0.6,0.8,0.769,0.1,1.5,1.6,1.4,0.5,0.1,0.4,4.9,1016,91,209,43,123,48,86,30,39,5,78,83,75,28,4,23,255,203085,55,14.2,3.87273,1.09091,0.85455,0.49091,0.05455,0.50909,1.4,3.36364,0.76364,2.21818,0.30909,0.41818,0.18182,0.90909,0,0
415,Duncan Robinson,SG-SF,28,MIA,42,1,16.5,2.1,5.6,0.371,1.5,4.6,0.328,0.6,1.1,0.556,0.7,0.8,0.906,0.2,1.5,1.6,1.1,0.3,0,0.7,6.4,691,88,237,63,192,25,45,29,32,8,61,69,46,14,0,28,268,1629130,77,23.19481,10.11688,2.31169,1.46753,0.48052,0.15584,0.67532,3.38961,8.24675,2.75325,7.09091,0.58442,0.68831,0.27273,2.03896,0,0
416,Mitchell Robinson,C,24,NYK,59,58,27,3.2,4.7,0.671,0,0,0,3.2,4.7,0.671,1,2.1,0.484,4.5,4.9,9.4,0.9,0.9,1.8,0.7,7.4,1591,188,280,0,0,188,280,59,122,267,288,555,53,56,109,41,435,1629011,70,27,8.8,9.01429,0.55714,0.92857,1.94286,0.87143,3.72857,5.01429,0,0,1.34286,2.64286,4.31429,4.7,17.3,0
417,Orlando Robinson,C,22,MIA,31,1,13.7,1.5,2.9,0.528,0,0.2,0,1.5,2.7,0.566,0.7,1,0.71,1.5,2.5,4.1,0.8,0.4,0.4,0.5,3.7,425,47,89,0,6,47,83,22,31,48,78,126,25,12,12,16,116,fallback,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,Jeremiah Robinson-Earl,PF-C,22,OKC,43,20,18.9,2.6,5.8,0.444,0.9,2.6,0.333,1.7,3.2,0.533,0.8,1,0.833,1.7,2.5,4.2,1,0.6,0.3,0.4,6.8,814,110,248,37,111,73,137,35,42,71,109,180,43,24,11,19,292,fallback,52,15.09615,5.09615,3.80769,0.67308,0.40385,0.21154,0.53846,1.86538,4.5,0.80769,2.28846,0.55769,0.75,1.03846,2.76923,1.3,0
419,Isaiah Roby,PF,24,NYK,42,2,11.3,1.6,3.7,0.432,0.4,1.4,0.3,1.2,2.3,0.516,0.5,1,0.488,0.5,2,2.5,0.9,0.4,0.2,0.7,4.1,474,67,155,18,60,49,95,20,41,21,86,107,38,18,7,31,172,fallback,40,7.3,3.425,1.675,0.55,0.275,0.25,0.325,1.25,2.475,0.3,0.75,0.625,0.9,0.575,1.1,0,0
420,David Roddy,PF,21,MEM,70,4,18,2.6,6,0.429,0.9,3,0.307,1.6,3,0.553,0.6,0.9,0.631,0.7,2,2.8,0.8,0.4,0.3,0.8,6.7,1258,180,420,65,212,115,208,41,65,50,143,193,59,29,19,57,466,1631223,73,22.09589,10.35616,3.67123,1.94521,0.47945,0.36986,1.35616,4.16438,8.57534,1.08219,3.17808,0.94521,1.45205,1.09589,2.56164,0,0
421,Ryan Rollins,PG,20,WAS,12,0,5.2,0.6,1.7,0.35,0.3,0.8,0.333,0.3,0.9,0.364,0.5,0.5,1,0.3,0.8,1,0.5,0.1,0.1,1.3,1.9,62,7,20,3,9,4,11,6,6,3,9,12,6,1,1,16,23,fallback,65,2.2,1.12308,0.76923,0.13846,0.04615,0.09231,0.13846,0.43077,0.76923,0.06154,0.18462,0.2,0.27692,0.23077,0.53846,0,0
422,Derrick Rose,PG,34,MEM,27,0,12.5,2.3,5.9,0.384,0.7,2.3,0.302,1.6,3.6,0.438,0.4,0.4,0.917,0.3,1.2,1.5,1.7,0.3,0.2,0.8,5.6,338,61,159,19,63,42,96,11,12,8,32,40,46,7,5,22,152,201565,45,13.8,6.44444,1.68889,2.24444,0.46667,0.26667,0.84444,2.55556,5.95556,0.75556,2,0.57778,0.66667,0.46667,1.24444,0,0
423,Terrence Ross,SG-SF,31,N/A,63,9,21.1,3.2,7.4,0.43,1.5,4.1,0.368,1.7,3.3,0.507,0.4,0.5,0.794,0.3,2.1,2.4,1.5,0.6,0.2,0.7,8.3,1330,200,465,95,258,105,207,27,34,22,132,154,95,35,10,43,522,203082,67,17.40299,6.1791,1.9403,1.38806,0.34328,0.14925,0.89552,1.91045,4.91045,1.02985,3.1791,1.32836,1.56716,0.23881,1.70149,0,0
424,Terry Rozier,PG-SG,28,CHA,63,63,35.3,7.8,18.9,0.415,2.6,8,0.327,5.2,10.8,0.48,2.8,3.5,0.809,0.8,3.3,4.1,5.1,1.2,0.3,2.1,21.1,2221,493,1188,165,505,328,683,178,220,51,208,259,319,74,16,134,1329,1626179,75,33.6,18.49333,4.30667,4.45333,1.26667,0.34667,1.6,6.65333,15.94667,2.76,8.10667,2.42667,2.96,0.76,3.54667,2,0
425,Ricky Rubio,PG,32,CLE,33,2,17.2,1.8,5.4,0.343,0.6,2.5,0.256,1.2,2.9,0.417,0.8,1.1,0.8,0.3,1.8,2.1,3.5,0.8,0.2,0.9,5.2,566,61,178,21,82,40,96,28,35,9,61,70,115,26,6,31,171,201937,45,13.51111,6.13333,1.95556,3.13333,0.68889,0.08889,1.24444,2.15556,5.71111,0.82222,2.42222,1,1.15556,0.2,1.75556,2.9,0
426,D'Angelo Russell,PG-SG,26,LAL,71,71,32.5,6.3,13.4,0.469,2.7,6.9,0.396,3.5,6.5,0.548,2.5,3,0.829,0.5,2.5,3,6.2,1,0.4,2.6,17.8,2304,445,948,194,490,251,458,179,216,35,180,215,437,70,29,186,1263,1626156,67,29.89552,16.59701,3.10448,5.74627,0.89552,0.31343,2.37313,5.61194,12.83582,2.65672,6.86567,2.71642,3.44776,0.35821,2.74627,10.9,0
427,Matt Ryan,SF,25,MIN,34,0,9.1,1.2,3.2,0.37,0.9,2.5,0.381,0.2,0.7,0.333,0.3,0.4,0.833,0.1,0.6,0.8,0.5,0.1,0,0.2,3.6,310,40,108,32,84,8,24,10,12,4,22,26,16,5,1,7,122,fallback,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,Domantas Sabonis,PF-C,26,SAC,79,79,34.6,7.3,11.9,0.615,0.4,1.1,0.373,6.9,10.8,0.639,4.1,5.5,0.742,3.2,9.1,12.3,7.3,0.8,0.5,2.9,19.1,2736,577,938,31,83,546,855,325,438,251,722,973,573,65,39,230,1510,1627734,75,34.8,19.74667,12.25333,5.61333,0.96,0.44,3.17333,7.6,13.12,0.58667,1.86667,3.96,5.41333,3.28,8.97333,57.2,8
429,Luka Šamanic,PF,23,UTA,7,4,23,3.7,8.1,0.456,1.1,4.4,0.258,2.6,3.7,0.692,1.3,1.9,0.692,0,4.3,4.3,2.1,0.9,0.3,1.4,9.9,161,26,57,8,31,18,26,9,13,0,30,30,15,6,2,10,69,fallback,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,Dario Šaric,PF,28,GSW,57,12,14.1,2.2,4.9,0.458,0.8,2,0.391,1.4,2.8,0.506,1.1,1.3,0.829,0.9,2.7,3.6,1.3,0.4,0.1,1,6.4,806,127,277,45,115,82,162,63,76,53,154,207,74,20,7,55,362,203967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,Olivier Sarr,C,23,OKC,9,1,12.7,1.7,3.3,0.5,0.1,0.9,0.125,1.6,2.4,0.636,0.6,0.8,0.714,1.3,2.1,3.4,0.4,0.1,0.6,0.4,4,114,15,30,1,8,14,22,5,7,12,19,31,4,1,5,4,36,fallback,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,Jordan Schakel,SF,24,WAS,2,0,3,0.5,1,0.5,0.5,0.5,1,0,0.5,0,0,0,0,0,0,0,0.5,0.5,0,0,1.5,6,1,2,1,1,0,1,0,0,0,0,0,1,1,0,0,3,fallback,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,Admiral Schofield,PF,25,ORL,37,0,12.2,1.5,3.3,0.451,0.6,2,0.324,0.8,1.3,0.646,0.6,0.6,0.913,0.6,1.1,1.7,0.8,0.2,0.1,0.4,4.2,451,55,122,24,74,31,48,21,23,23,39,62,31,8,5,16,155,fallback,34,12.35294,3.82353,2.35294,0.64706,0.11765,0.11765,0.55882,1.41176,3.38235,0.67647,2.08824,0.32353,0.38235,0.44118,1.88235,0,0
434,Dennis Schröder,PG,29,TOR,66,50,30.1,4.1,9.8,0.415,1.1,3.4,0.329,3,6.4,0.461,3.3,3.8,0.857,0.3,2.2,2.5,4.5,0.8,0.2,1.7,12.6,1986,270,650,74,225,196,425,216,252,21,144,165,298,50,10,112,830,203471,69,31.01449,14.89855,3.65217,5.04348,0.89855,0.13043,2.43478,5.37681,12.33333,1.49275,4.26087,2.65217,3.13043,0.57971,3.05797,1.6,0
435,Jay Scrubb,SG,22,ORL,2,0,15,2.5,3.5,0.714,1,1,1,1.5,2.5,0.6,0.5,1,0.5,0,3,3,0.5,1,0,1.5,6.5,30,5,7,2,2,3,5,1,2,0,6,6,1,2,0,3,13,fallback,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,Dereon Seabron,SG,22,NOP,5,0,2.4,0.4,1,0.4,0,0,0,0.4,1,0.4,0,0,0,0.2,0,0.2,0,0,0,0,0.8,12,2,5,0,0,2,5,0,0,1,0,1,0,0,0,0,4,fallback,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,Alperen Sengün,C,20,HOU,75,72,28.9,5.9,10.7,0.553,0.3,0.8,0.333,5.6,9.9,0.57,2.7,3.8,0.715,3.2,5.8,9,3.9,0.9,0.9,2.6,14.8,2171,442,799,19,57,423,742,206,288,242,436,678,291,70,70,193,1109,1630578,76,30.39474,15.88158,9.21053,4.10526,1,1.09211,2.96053,6.14474,11.26316,0.43421,1.34211,3.15789,4.38158,3.23684,5.97368,18.8,0
438,Collin Sexton,PG-SG,24,UTA,48,15,23.9,4.9,9.8,0.506,1,2.5,0.393,3.9,7.2,0.546,3.4,4.1,0.819,0.8,1.4,2.2,2.9,0.6,0.1,1.8,14.3,1145,237,468,48,122,189,346,163,199,37,68,105,138,27,6,85,685,1629012,66,28.59091,16.13636,2.34848,3.78788,0.75758,0.10606,2.12121,5.45455,11.36364,1.13636,3.0303,4.09091,5,0.83333,1.51515,1.1,0
