Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PlayerPictureId
269,Maxi Kleber,C,31,DAL,37,5,25.1,2.1,4.6,0.456,1.1,3,0.348,1,1.5,0.667,0.571,0.7,1,0.711,0.8,2.8,3.6,1.4,0.3,0.8,0.7,2.3,5.9,930,77,169,39,112,38,57,27,38,30,105,135,52,12,30,27,85,220,fallback
270,Nathan Knight,PF,25,MIN,38,0,7.7,1.2,2.1,0.568,0.2,0.6,0.364,1,1.6,0.644,0.617,1,1.5,0.684,0.6,0.9,1.5,0.3,0.3,0.2,0.6,1.1,3.7,291,46,81,8,22,38,59,39,57,22,34,56,13,10,6,21,41,139,fallback
271,Kevin Knox,PF-SF,23,TOT,63,5,15.1,2.4,5.3,0.458,1,3,0.349,1.4,2.3,0.596,0.556,0.7,1,0.767,0.5,2.3,2.8,0.5,0.4,0.2,0.8,1.5,6.6,952,152,332,65,186,87,146,46,60,34,143,177,33,24,12,50,95,415,fallback
272,Christian Koloko,C,22,TOR,58,19,13.8,1.2,2.6,0.48,0,0.2,0.083,1.2,2.4,0.514,0.483,0.6,1,0.627,1.4,1.5,2.9,0.5,0.4,1,0.3,2.2,3.1,802,72,150,1,12,71,138,37,59,84,87,171,31,21,57,20,128,182,fallback
273,John Konchar,SG,26,MEM,72,23,20.8,1.9,4.4,0.431,0.8,2.5,0.339,1.1,2,0.545,0.525,0.4,0.5,0.778,0.9,3.4,4.3,1.4,1.1,0.3,0.5,1.6,5.1,1494,138,320,60,177,78,143,28,36,64,246,310,100,77,25,37,112,364,fallback
274,Furkan Korkmaz,SG,25,PHI,37,0,9.5,1.3,3,0.432,0.5,1.2,0.391,0.8,1.8,0.462,0.514,0.7,1,0.722,0.2,1,1.1,0.6,0.3,0.1,0.6,0.5,3.8,353,48,111,18,46,30,65,26,36,6,36,42,22,10,3,24,18,140,fallback
275,Luke Kornet,C,27,BOS,69,0,11.7,1.6,2.5,0.665,0,0.2,0.231,1.6,2.3,0.701,0.674,0.5,0.6,0.821,1.2,1.6,2.9,0.8,0.2,0.7,0.4,1.2,3.8,804,113,170,3,13,110,157,32,39,86,111,197,53,11,46,25,81,261,fallback
276,Vit Krejci,PG,22,ATL,29,0,5.7,0.5,1.3,0.405,0.2,0.7,0.238,0.3,0.6,0.625,0.473,0,0.1,0.5,0.2,0.7,0.9,0.6,0.2,0,0.2,0.6,1.2,165,15,37,5,21,10,16,1,2,6,20,26,17,5,1,5,17,36,fallback
277,Jonathan Kuminga,PF,20,GSW,67,16,20.8,3.9,7.4,0.525,0.8,2.2,0.37,3.1,5.2,0.59,0.579,1.3,2.1,0.652,1,2.4,3.4,1.9,0.6,0.5,1.4,2.3,9.9,1394,261,497,54,146,207,351,90,138,70,161,231,125,41,31,95,157,666,fallback
278,Kyle Kuzma,PF,27,WAS,64,64,35,8,17.8,0.448,2.5,7.5,0.333,5.5,10.3,0.533,0.518,2.7,3.7,0.73,0.9,6.4,7.2,3.7,0.6,0.5,3,2.3,21.2,2239,512,1142,160,481,352,661,173,237,55,408,463,239,36,29,190,145,1357,fallback
279,Anthony Lamb,SF,25,GSW,62,4,19.3,2.4,5.1,0.471,1.2,3.2,0.367,1.2,1.9,0.652,0.588,0.7,1,0.767,0.9,2.6,3.5,1.5,0.5,0.3,0.9,2.2,6.7,1195,148,314,73,199,75,115,46,60,56,159,215,96,28,20,54,134,415,fallback
280,Jock Landale,C,27,PHO,69,4,14.2,2.6,4.9,0.528,0.3,1.2,0.25,2.3,3.7,0.621,0.559,1.1,1.5,0.752,1.7,2.3,4.1,1,0.2,0.4,0.9,1.8,6.6,979,178,337,21,84,157,253,79,105,119,161,280,68,16,30,59,126,456,fallback
281,Romeo Langford,SG,23,SAS,43,21,19.6,2.8,6,0.467,0.4,1.4,0.262,2.4,4.6,0.53,0.498,0.9,1.3,0.696,1.3,1.3,2.7,1.2,0.6,0.3,0.7,1.6,6.9,844,121,259,16,61,105,198,39,56,57,57,114,50,24,13,30,67,297,fallback
282,Jake LaRavia,PF,21,MEM,35,0,11.8,1.1,2.7,0.389,0.7,2,0.338,0.4,0.7,0.542,0.516,0.2,0.3,0.778,0.5,1.3,1.8,0.6,0.3,0.1,0.5,1.4,3,414,37,95,24,71,13,24,7,9,19,44,63,21,12,4,18,49,105,fallback
283,Zach LaVine,SG,27,CHI,77,77,35.9,8.7,18,0.485,2.6,7.1,0.375,6.1,11,0.556,0.558,4.7,5.6,0.848,0.5,3.9,4.5,4.2,0.9,0.2,2.5,2.1,24.8,2768,673,1388,204,544,469,844,363,428,42,303,345,327,69,18,194,159,1913,fallback
284,A.J. Lawson,SG,22,TOT,15,0,7.2,1.5,2.9,0.5,0.7,1.7,0.4,0.8,1.3,0.632,0.614,0.1,0.5,0.25,0.4,1,1.4,0.1,0.1,0,0.2,0.7,3.7,108,22,44,10,25,12,19,2,8,6,15,21,2,2,0,3,11,56,fallback
285,Damion Lee,SG,30,PHO,74,5,20.4,2.7,6.1,0.442,1.5,3.3,0.445,1.2,2.8,0.439,0.564,1.3,1.4,0.904,0.5,2.5,3,1.3,0.4,0.1,1.1,1.6,8.2,1506,200,452,110,247,90,205,94,104,39,186,225,99,30,7,78,118,604,fallback
286,Saben Lee,PG,23,TOT,25,1,14.9,2,4.8,0.405,0.4,1.2,0.367,1.5,3.6,0.418,0.45,1.7,2.3,0.737,0.5,1.3,1.8,2.7,0.8,0,1,1.3,6,373,49,121,11,30,38,91,42,57,13,32,45,67,19,1,24,32,151,fallback
287,Alex Len,C,29,SAC,26,2,6.2,0.6,1.2,0.533,0,0.1,0,0.6,1.1,0.571,0.533,0.4,0.6,0.688,0.9,1.4,2.3,0.5,0.2,0.4,0.6,1.1,1.7,161,16,30,0,2,16,28,11,16,24,36,60,12,4,11,16,28,43,fallback
288,Kawhi Leonard,SF,31,LAC,52,50,33.6,8.6,16.8,0.512,2,4.8,0.416,6.6,11.9,0.551,0.572,4.7,5.4,0.871,1.1,5.4,6.5,3.9,1.4,0.5,1.7,1.6,23.8,1748,446,871,104,250,342,621,243,279,57,281,338,204,72,28,88,84,1239,fallback
289,Meyers Leonard,C,30,MIL,9,2,12.7,1.6,3.2,0.483,0.8,2,0.389,0.8,1.2,0.636,0.603,0.9,1,0.889,1.3,2.4,3.8,0.1,0.2,0,0.7,1.8,4.8,114,14,29,7,18,7,11,8,9,12,22,34,1,2,0,6,16,43,fallback
290,Caris LeVert,SG,28,CLE,74,30,30.2,4.3,10,0.431,1.7,4.4,0.392,2.6,5.6,0.462,0.517,1.8,2.4,0.722,0.7,3.1,3.8,3.9,1,0.3,1.6,2.3,12.1,2237,320,742,127,324,193,418,130,180,53,229,282,287,72,24,116,170,897,fallback
291,Kira Lewis Jr.,PG,21,NOP,25,0,9.4,1.6,3.5,0.455,0.6,1.4,0.441,1,2.2,0.463,0.54,0.8,0.9,0.864,0.2,1.1,1.3,0.9,0.4,0.1,0.4,1,4.6,235,40,88,15,34,25,54,19,22,5,28,33,23,10,2,10,24,114,fallback
292,Damian Lillard,PG,32,POR,58,58,36.3,9.6,20.7,0.463,4.2,11.3,0.371,5.4,9.4,0.574,0.564,8.8,9.6,0.914,0.8,4,4.8,7.3,0.9,0.3,3.3,1.9,32.2,2107,556,1202,244,658,312,544,510,558,44,233,277,425,50,18,191,109,1866,fallback
293,Nassir Little,SF,22,POR,54,4,18.1,2.5,5.6,0.442,1.1,2.9,0.367,1.4,2.7,0.524,0.538,0.6,0.9,0.717,0.5,2.1,2.6,0.9,0.4,0.4,0.7,1.2,6.6,976,134,303,58,158,76,145,33,46,27,114,141,50,20,20,36,66,359,fallback
294,Isaiah Livers,PF,24,DET,52,22,23.1,2.3,5.5,0.417,1.4,3.9,0.365,0.9,1.6,0.541,0.545,0.6,0.8,0.821,0.5,2.2,2.8,0.8,0.5,0.5,0.6,2,6.7,1199,120,288,74,203,46,85,32,39,28,115,143,41,28,28,30,103,346,fallback
295,Kenneth Lofton Jr.,PF,20,MEM,24,1,7.3,2,3.9,0.527,0.3,0.7,0.353,1.8,3.2,0.566,0.559,0.7,1.1,0.593,0.8,1.3,2.1,0.8,0.2,0.1,0.5,1.2,5,176,49,93,6,17,43,76,16,27,19,32,51,20,5,2,12,28,120,fallback
296,Kevon Looney,C,26,GSW,82,70,23.9,3,4.7,0.63,0,0,0,3,4.7,0.632,0.63,1.1,1.9,0.606,3.3,5.9,9.3,2.5,0.6,0.6,0.5,2.7,7,1958,242,384,0,1,242,383,94,155,274,486,760,207,52,50,45,225,578,fallback
297,Brook Lopez,C,34,MIL,78,78,30.4,6.1,11.5,0.531,1.7,4.7,0.374,4.4,6.9,0.637,0.606,1.9,2.4,0.784,2,4.7,6.7,1.3,0.5,2.5,1.4,2.6,15.9,2373,477,899,136,364,341,535,149,190,157,363,520,99,37,193,107,203,1239,fallback
298,Robin Lopez,C,34,CLE,37,2,8.1,1.3,2,0.64,0.1,0.1,0.5,1.2,1.9,0.648,0.653,0.4,0.5,0.778,0.6,0.8,1.4,0.5,0.1,0.2,0.7,1.2,3,299,48,75,2,4,46,71,14,18,23,28,51,19,2,8,25,43,112,fallback
299,Kevin Love,PF,34,TOT,62,20,20,2.7,6.8,0.389,1.6,4.8,0.334,1.1,2.1,0.516,0.506,1.3,1.5,0.879,1,5.5,6.4,1.9,0.3,0.2,1.1,1.6,8.2,1240,165,424,99,296,66,128,80,91,59,340,399,116,16,12,70,97,509,fallback
300,Kyle Lowry,PG,36,MIA,55,44,31.2,3.6,8.8,0.404,1.9,5.6,0.345,1.6,3.2,0.509,0.514,2.1,2.5,0.859,0.8,3.3,4.1,5.1,1,0.4,1.9,2.6,11.2,1718,196,485,107,310,89,175,116,135,43,182,225,281,57,21,103,143,615,fallback
301,Trey Lyles,PF,27,SAC,74,0,16.9,2.5,5.5,0.458,1.2,3.2,0.363,1.4,2.3,0.595,0.565,1.4,1.7,0.815,0.9,3.1,4.1,0.9,0.4,0.4,0.9,1.3,7.6,1247,187,408,87,240,100,168,101,124,68,232,300,66,27,31,64,97,562,fallback
302,Théo Maledon,PG,21,CHO,44,7,19.4,2.3,5.8,0.402,0.6,2.2,0.295,1.7,3.6,0.465,0.457,1.4,1.7,0.851,0.3,2.5,2.8,3.5,0.8,0.3,1.3,1.4,6.7,854,102,254,28,95,74,159,63,74,14,109,123,152,37,12,59,61,295,fallback
303,Sandro Mamukelashvili,C,23,TOT,43,7,15.3,2.3,5.3,0.422,0.7,2.3,0.303,1.6,3,0.511,0.487,0.9,1.3,0.684,1.6,2.7,4.3,1.4,0.3,0.3,0.8,1.2,6.1,660,97,230,30,99,67,131,39,57,70,115,185,62,14,12,35,52,263,fallback
304,Terance Mann,SG,26,LAC,81,36,23.1,3.4,6.5,0.519,1,2.4,0.389,2.4,4,0.598,0.593,1.1,1.5,0.78,1,2.5,3.4,2.3,0.5,0.3,1,1.8,8.8,1872,272,524,77,198,195,326,92,118,77,199,276,184,42,22,80,149,713,fallback
305,Tre Mann,PG,21,OKC,67,5,17.7,2.9,7.5,0.393,1.2,3.8,0.315,1.7,3.6,0.475,0.474,0.6,0.8,0.764,0.4,1.9,2.3,1.8,0.6,0.2,0.9,1.5,7.7,1183,197,501,81,257,116,244,42,55,27,128,155,120,40,11,62,99,517,fallback
306,Boban Marjanovic,C,34,HOU,31,0,5.5,1.3,1.9,0.683,0,0,0,1.3,1.9,0.695,0.683,0.6,0.9,0.741,0.6,1.3,1.9,0.3,0.2,0.1,0.5,0.3,3.3,171,41,60,0,1,41,59,20,27,20,40,60,9,5,2,14,10,102,fallback
307,Lauri Markkanen,SF,25,UTA,66,66,34.4,8.7,17.3,0.499,3,7.7,0.391,5.6,9.6,0.585,0.586,5.3,6,0.875,2,6.7,8.6,1.9,0.6,0.6,1.9,2.1,25.6,2273,571,1145,200,511,371,634,349,399,130,440,570,123,42,38,127,137,1691,fallback
308,Naji Marshall,SF,25,NOP,77,21,23.3,3.2,7.4,0.433,0.9,2.8,0.303,2.4,4.6,0.513,0.49,1.8,2.3,0.789,0.6,3,3.6,2.5,0.7,0.2,1.3,1.5,9.1,1792,247,571,66,218,181,353,138,175,48,231,279,189,54,14,97,113,698,fallback
309,Caleb Martin,PF,27,MIA,71,49,29.3,3.6,7.7,0.464,1.2,3.3,0.356,2.4,4.4,0.545,0.54,1.3,1.6,0.805,1.2,3.6,4.8,1.6,1,0.4,1.1,2,9.6,2077,254,548,84,236,170,312,91,113,88,256,344,117,71,31,78,145,683,fallback
310,Cody Martin,SF,27,CHO,7,0,19.1,2,5.1,0.389,0.4,2,0.214,1.6,3.1,0.5,0.431,0.6,1,0.571,1.1,2.3,3.4,1.6,0.6,0.1,0.3,1.9,5,134,14,36,3,14,11,22,4,7,8,16,24,11,4,1,2,13,35,fallback
311,Kenyon Martin Jr.,SF,22,HOU,82,49,28,5,8.8,0.569,0.8,2.6,0.315,4.2,6.1,0.679,0.617,1.8,2.7,0.68,1.5,4,5.5,1.5,0.5,0.4,1.1,1.8,12.7,2292,410,720,68,216,342,504,151,222,126,326,452,123,41,30,91,147,1039,fallback
312,Tyrese Martin,SG,23,ATL,16,0,4.1,0.6,1.4,0.391,0.1,0.4,0.143,0.5,1,0.5,0.413,0.1,0.1,1,0.3,0.4,0.8,0.1,0.1,0,0.1,0.1,1.3,66,9,23,1,7,8,16,2,2,5,7,12,2,1,0,2,2,21,fallback
313,Garrison Mathews,SG,26,TOT,54,0,12.7,1.4,3.7,0.363,1.2,3.3,0.35,0.2,0.4,0.476,0.52,0.9,1,0.906,0.2,1.1,1.4,0.5,0.4,0.1,0.4,1.1,4.8,686,73,201,63,180,10,21,48,53,11,62,73,26,24,5,19,62,257,fallback
314,Bennedict Mathurin,SF,20,IND,78,17,28.5,5.3,12.2,0.434,1.3,4,0.323,4,8.2,0.488,0.487,4.8,5.8,0.828,1.1,3,4.1,1.5,0.6,0.2,1.9,2.1,16.7,2222,413,951,100,310,313,641,376,454,87,231,318,116,48,13,152,162,1302,fallback
315,Wesley Matthews,SG,36,MIL,52,0,15.8,1.1,3.1,0.363,0.8,2.4,0.315,0.4,0.7,0.528,0.484,0.5,0.5,0.857,0.7,1.5,2.2,0.7,0.4,0.3,0.3,1.4,3.4,820,58,160,39,124,19,36,24,28,34,79,113,34,20,13,18,71,179,fallback
316,Tyrese Maxey,SG,22,PHI,60,41,33.6,7.3,15.2,0.481,2.7,6.2,0.434,4.7,9.1,0.513,0.568,3,3.6,0.845,0.4,2.6,2.9,3.5,0.8,0.1,1.3,2.2,20.3,2016,439,913,160,369,279,544,180,213,23,153,176,212,49,8,80,132,1218,fallback
317,Skylar Mays,SG,25,POR,6,6,31.5,5.7,11.3,0.5,2,4.3,0.462,3.7,7,0.524,0.588,2,2.2,0.923,0.3,2.8,3.2,8.3,1,0.2,1.7,1.8,15.3,189,34,68,12,26,22,42,12,13,2,17,19,50,6,1,10,11,92,fallback
318,Miles McBride,PG,22,NYK,64,2,11.9,1.2,3.4,0.358,0.6,2.1,0.299,0.6,1.3,0.457,0.451,0.4,0.7,0.667,0.2,0.6,0.8,1.1,0.6,0.1,0.4,0.9,3.5,760,77,215,40,134,37,81,28,42,13,37,50,72,37,8,25,60,222,fallback
319,Mac McClung,SG,24,PHI,2,0,20.5,4.5,10,0.45,2,5.5,0.364,2.5,4.5,0.556,0.55,1.5,2.5,0.6,1.5,3.5,5,4.5,0,0,1.5,1.5,12.5,41,9,20,4,11,5,9,3,5,3,7,10,9,0,0,3,3,25,fallback
320,CJ McCollum,SG,31,NOP,75,75,35.3,7.8,17.9,0.437,2.8,7.2,0.389,5,10.7,0.469,0.515,2.4,3.2,0.769,0.7,3.6,4.4,5.7,0.9,0.5,2.4,2,20.9,2649,587,1344,211,543,376,801,183,238,55,273,328,429,70,38,183,153,1568,fallback
321,T.J. McConnell,PG,30,IND,75,6,20.3,3.8,6.9,0.543,0.3,0.8,0.441,3.4,6.2,0.556,0.568,0.8,0.9,0.853,0.6,2.5,3.1,5.3,1.1,0.1,1.9,1.4,8.7,1526,283,521,26,59,257,462,58,68,45,189,234,397,81,10,143,105,650,fallback
322,Jaden McDaniels,SF,22,MIN,79,79,30.6,4.7,9.1,0.517,1.4,3.4,0.398,3.3,5.7,0.588,0.591,1.3,1.8,0.736,1.2,2.7,3.9,1.9,0.9,1,1.4,3.4,12.1,2416,370,716,107,269,263,447,106,144,92,215,307,148,74,76,112,272,953,fallback
323,Jalen McDaniels,SF,25,TOT,80,24,23.9,3.5,7.7,0.455,1,2.9,0.332,2.6,4.8,0.53,0.518,1.5,1.7,0.841,0.8,3.5,4.3,1.6,1,0.4,1.2,2.6,9.4,1913,281,617,77,232,204,385,116,138,63,283,346,130,83,34,93,209,755,fallback
324,Doug McDermott,SF,31,SAS,64,0,20.5,3.7,8.2,0.457,1.9,4.7,0.413,1.8,3.5,0.516,0.575,0.8,1.1,0.757,0.4,1.8,2.2,1.4,0.2,0.1,0.9,1.8,10.2,1314,239,523,123,298,116,225,53,70,24,115,139,91,13,6,58,118,654,fallback
325,JaVale McGee,C,35,DAL,42,7,8.5,1.9,3,0.64,0,0.1,0.4,1.9,2.9,0.65,0.648,0.6,1,0.585,0.7,1.8,2.5,0.3,0.1,0.6,0.9,1.3,4.4,355,80,125,2,5,78,120,24,41,30,77,107,11,4,26,36,54,186,fallback
326,Bryce McGowens,SG,20,CHO,46,7,17.1,1.7,4.4,0.396,0.6,1.7,0.325,1.2,2.7,0.443,0.46,1.3,1.7,0.75,0.4,1.6,2,1.2,0.3,0.1,0.9,1,5.3,787,80,202,26,80,54,122,60,80,20,73,93,54,15,6,43,48,246,fallback
327,Rodney McGruder,SG,31,DET,32,12,16.4,1.9,4.8,0.408,1.3,3,0.423,0.7,1.7,0.382,0.543,0.6,0.7,0.818,0.6,1.7,2.3,0.9,0.5,0,0.3,1.2,5.7,524,62,152,41,97,21,55,18,22,20,54,74,28,16,1,11,39,183,fallback
328,Jordan McLaughlin,PG,26,MIN,43,0,15.8,1.4,3.4,0.421,0.6,1.8,0.308,0.9,1.6,0.552,0.503,0.3,0.4,0.833,0.3,1.1,1.4,3.4,0.7,0.1,0.8,0.7,3.7,678,61,145,24,78,37,67,15,18,15,47,62,148,32,4,33,28,161,fallback
329,De'Anthony Melton,PG,24,PHI,77,58,27.9,3.6,8.5,0.425,2,5.2,0.39,1.6,3.2,0.484,0.546,0.9,1.1,0.793,0.9,3.2,4.1,2.6,1.6,0.5,1.3,2.5,10.1,2150,277,651,157,403,120,248,69,87,69,243,312,197,126,41,102,191,780,fallback
330,Sam Merrill,SG,26,CLE,5,0,11.8,1.8,4.4,0.409,1,3.6,0.278,0.8,0.8,1,0.523,0.4,0.4,1,0,1.8,1.8,1,0.8,0,0,0.6,5,59,9,22,5,18,4,4,2,2,0,9,9,5,4,0,0,3,25,fallback
331,Chimezie Metu,C,25,SAC,66,0,10.4,2,3.3,0.589,0.1,0.6,0.237,1.8,2.7,0.663,0.61,0.8,1.1,0.74,0.7,2.3,3,0.6,0.3,0.3,0.5,1.2,4.9,689,129,219,9,38,120,181,54,73,47,151,198,40,22,21,32,81,321,fallback
332,Khris Middleton,SF,31,MIL,33,19,24.3,5.4,12.3,0.436,1.5,4.9,0.315,3.8,7.4,0.516,0.499,2.8,3.1,0.902,0.8,3.4,4.2,4.9,0.7,0.2,2.2,2.1,15.1,801,177,406,51,162,126,244,92,102,28,112,140,163,23,5,71,68,497,fallback
333,Patty Mills,PG,34,BRK,40,2,14.2,2.2,5.2,0.411,1.2,3.4,0.366,0.9,1.9,0.493,0.529,0.6,0.8,0.833,0.2,0.9,1.1,1.4,0.4,0.1,0.8,0.8,6.2,567,86,209,49,134,37,75,25,30,8,36,44,56,15,3,30,32,246,fallback
334,Shake Milton,SG,26,PHI,76,11,20.6,3.2,6.6,0.479,0.7,1.9,0.378,2.4,4.7,0.521,0.535,1.3,1.5,0.853,0.5,2,2.5,3.2,0.3,0.2,1.2,1.6,8.4,1567,241,503,56,148,185,355,99,116,39,152,191,240,25,13,94,123,637,fallback
335,Justin Minaya,SF,23,POR,4,0,22.3,1.8,5.8,0.304,0.8,3,0.25,1,2.8,0.364,0.37,0,0.3,0,0.8,3,3.8,1,0.5,1.3,1,2.3,4.3,89,7,23,3,12,4,11,0,1,3,12,15,4,2,5,4,9,17,fallback
336,Josh Minott,SF,20,MIN,15,0,6.4,1.2,2.4,0.5,0.1,0.4,0.333,1.1,2,0.533,0.528,0.5,0.5,1,0.3,1.3,1.7,0.3,0.3,0.4,0.2,0.7,3.1,96,18,36,2,6,16,30,8,8,5,20,25,5,4,6,3,10,46,fallback
337,Davion Mitchell,PG,24,SAC,80,9,18.1,2.3,5,0.454,0.8,2.5,0.32,1.5,2.5,0.584,0.533,0.3,0.4,0.806,0.2,1.1,1.3,2.3,0.6,0.2,0.8,1.4,5.6,1447,181,399,63,197,118,202,25,31,16,89,105,185,44,15,62,112,450,fallback
338,Donovan Mitchell,SG,26,CLE,68,68,35.8,10,20.6,0.484,3.6,9.3,0.386,6.4,11.3,0.566,0.572,4.7,5.4,0.867,0.9,3.3,4.3,4.4,1.5,0.4,2.6,2.5,28.3,2432,679,1402,245,635,434,767,319,368,63,226,289,301,99,27,180,168,1922,fallback
339,Evan Mobley,PF,21,CLE,79,79,34.4,6.6,12,0.554,0.3,1.3,0.216,6.4,10.7,0.595,0.566,2.6,3.8,0.674,2.4,6.6,9,2.8,0.8,1.5,1.8,2.8,16.2,2715,525,947,22,102,503,845,205,304,187,524,711,224,60,119,146,218,1277,fallback
340,Isaiah Mobley,PF,23,CLE,13,0,6.5,0.9,2.2,0.429,0.2,0.6,0.375,0.7,1.5,0.45,0.482,0.3,0.3,1,0.3,1.2,1.5,0.2,0.3,0.2,0.1,0.6,2.4,84,12,28,3,8,9,20,4,4,4,16,20,3,4,3,1,8,31,fallback
341,Chima Moneke,SF,27,SAC,2,0,4,0.5,1,0.5,0,0,0,0.5,1,0.5,0.5,0,1,0,1,0,1,0.5,0,0,1,1,1,8,1,2,0,0,1,2,0,2,2,0,2,1,0,0,2,2,2,fallback
342,Malik Monk,SG,24,SAC,77,0,22.3,4.6,10.3,0.448,1.9,5.2,0.359,2.8,5.2,0.538,0.538,2.4,2.7,0.889,0.4,2.2,2.6,3.9,0.6,0.3,1.9,1.6,13.5,1719,357,796,143,398,214,398,184,207,32,171,203,298,49,20,146,125,1041,fallback
343,Moses Moody,SG,20,GSW,63,3,13,1.7,3.6,0.476,0.8,2.1,0.363,0.9,1.5,0.641,0.584,0.6,0.8,0.698,0.4,1.2,1.7,0.8,0.3,0.1,0.5,0.9,4.8,817,108,227,49,135,59,92,37,53,28,77,105,51,18,7,34,54,302,fallback
344,Xavier Moon,SG,28,LAC,4,0,5,0.8,2.3,0.333,0.3,0.8,0.333,0.5,1.5,0.333,0.389,0,0,0,0,0.8,0.8,1.3,0,0,0.3,0.5,1.8,20,3,9,1,3,2,6,0,0,0,3,3,5,0,0,1,2,7,fallback
345,Wendell Moore Jr.,SG,21,MIN,29,2,5.3,0.6,1.5,0.419,0.1,0.6,0.118,0.6,0.9,0.615,0.442,0.1,0.2,0.8,0.1,0.5,0.6,0.6,0.3,0.2,0.3,0.4,1.4,153,18,43,2,17,16,26,4,5,4,14,18,18,8,5,8,13,42,fallback
346,Ja Morant,PG,23,MEM,61,59,31.9,9.3,19.9,0.466,1.5,4.9,0.307,7.8,15,0.519,0.504,6.1,8.1,0.748,1,4.9,5.9,8.1,1.1,0.3,3.4,1.6,26.2,1948,566,1214,92,300,474,914,372,497,61,296,357,493,66,16,206,100,1596,fallback
347,Marcus Morris,PF,33,LAC,65,65,28.1,4.2,9.9,0.426,1.7,4.7,0.364,2.5,5.2,0.484,0.513,1,1.3,0.782,0.4,3.5,4,1.8,0.6,0.3,0.9,2.1,11.2,1825,274,643,112,308,162,335,68,87,29,229,258,114,42,21,56,136,728,fallback
348,Markieff Morris,PF,33,TOT,35,2,10.1,1.3,3.3,0.409,0.8,2,0.394,0.5,1.3,0.432,0.53,0.3,0.3,1,0.4,1.7,2,0.9,0.3,0.1,0.5,1.4,3.8,355,47,115,28,71,19,44,10,10,13,58,71,31,9,5,18,48,132,fallback
349,Monte Morris,PG,27,WAS,62,61,27.3,4,8.3,0.48,1.3,3.3,0.382,2.7,5,0.543,0.555,1,1.2,0.831,0.4,3,3.4,5.3,0.7,0.2,1,1.2,10.3,1695,247,515,78,204,169,311,64,77,26,184,210,326,43,13,60,75,636,fallback
350,Trey Murphy III,SF,22,NOP,79,65,31,4.9,10.1,0.484,2.6,6.3,0.406,2.3,3.8,0.611,0.61,2.2,2.4,0.905,0.7,2.8,3.6,1.4,1.1,0.5,0.8,2,14.5,2448,387,800,202,497,185,303,172,190,59,222,281,112,89,43,61,155,1148,fallback
351,Dejounte Murray,SG,26,ATL,74,74,36.4,8.3,17.8,0.464,1.8,5.2,0.344,6.5,12.6,0.514,0.514,2.1,2.6,0.832,0.7,4.5,5.3,6.1,1.5,0.3,2.2,1.4,20.5,2693,612,1319,133,387,479,932,158,190,53,336,389,448,112,19,160,106,1515,fallback
352,Jamal Murray,PG,25,DEN,65,65,32.8,7.3,16,0.454,2.6,6.6,0.398,4.6,9.4,0.494,0.537,2.8,3.3,0.833,0.7,3.2,4,6.2,1,0.2,2.2,1.6,20,2133,473,1041,172,432,301,609,180,216,48,209,257,400,66,16,145,103,1298,fallback
353,Keegan Murray,SF,22,SAC,80,78,29.8,4.4,9.8,0.453,2.6,6.3,0.411,1.9,3.5,0.527,0.584,0.8,1,0.765,1.1,3.5,4.6,1.2,0.8,0.5,0.8,2,12.2,2382,354,782,206,501,148,281,62,81,89,282,371,98,61,42,60,162,976,fallback
354,Mike Muscala,C,31,TOT,63,9,15,2.1,4.6,0.449,1.3,3.3,0.391,0.8,1.3,0.588,0.587,0.6,0.8,0.769,0.6,2.6,3.2,0.8,0.2,0.4,0.4,1.6,6.1,945,131,292,81,207,50,85,40,52,37,166,203,50,15,24,23,98,383,fallback
355,Svi Mykhailiuk,SF,25,TOT,32,8,14.6,2.4,5.4,0.445,1.3,3.1,0.424,1.1,2.3,0.473,0.566,0.8,1.2,0.667,0.5,1.2,1.7,1.7,0.5,0.1,0.8,0.7,6.9,468,77,173,42,99,35,74,26,39,15,38,53,53,15,4,24,23,222,fallback
356,Larry Nance Jr.,PF,30,NOP,65,1,21.2,2.9,4.7,0.61,0.2,0.6,0.333,2.6,4,0.654,0.633,0.8,1.2,0.696,1.6,3.8,5.4,1.8,0.9,0.6,0.6,2,6.8,1381,186,305,14,42,172,263,55,79,106,248,354,119,56,37,42,133,441,fallback
357,Andrew Nembhard,SG,23,IND,75,63,27.6,3.8,8.6,0.441,1.2,3.5,0.35,2.6,5.1,0.504,0.512,0.7,0.8,0.79,0.5,2.2,2.7,4.5,0.9,0.2,1.7,2.4,9.5,2073,284,644,92,263,192,381,49,62,35,164,199,341,70,13,126,179,709,fallback
358,Aaron Nesmith,SF,23,IND,73,60,24.9,3.5,8.1,0.427,1.6,4.3,0.366,1.9,3.8,0.496,0.525,1.6,1.9,0.838,0.8,2.9,3.8,1.3,0.8,0.5,1,3.2,10.1,1816,252,590,115,314,137,276,119,142,62,215,277,98,55,34,75,235,738,fallback
